Brand,Series,Consumption,EnergyClass,Colour,Weight,Diagonal,IsSmart,Resolution,Depth,Doors,HasFreezer,Height,Volume,Width,Type,Price
Xiaomi,series 2,97,A+,yellow,19,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,289
LG,series 2,78,A+++,green,22,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,371
Sony,series 6,78,A,red,21,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,397
Sony,series 3,95,A+++,blue,21,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,582
HORIZON,series 1,95,A++,gray,20,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,158
Sony,series 3,95,A,yellow,23,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,265
HORIZON,series 1,92,A+++,silver,20,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,248
Philips,series 4,97,C,blue,21,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,252
Samsung,series 4,99,B,brown,19,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,694
LG,series 4,91,D,red,20,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,643
HORIZON,series 3,97,A+,gray,21,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,227
LG,series 3,80,B,gray,20,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,688
Sony,series 1,92,A+++,gray,20,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,528
Xiaomi,series 1,97,A,silver,22,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,461
LG,series 2,92,A+++,yellow,22,123,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,326
Sony,series 3,92,D,silver,23,80,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,235
Xiaomi,series 3,99,A+++,yellow,22,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,511
HORIZON,series 1,91,A+++,blue,19,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,494
Philips,series 2,91,C,yellow,23,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,565
Sony,series 2,85,A+,blue,19,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,574
Xiaomi,series 1,92,C,brown,19,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,244
LG,series 6,91,D,brown,21,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,362
LG,series 6,90,B,red,22,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,356
Xiaomi,series 1,80,A,silver,21,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,532
HORIZON,series 1,85,B,brown,22,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,461
LG,series 2,90,C,blue,20,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,613
Sony,series 5,85,C,green,20,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,318
Xiaomi,series 3,85,C,brown,22,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,596
Samsung,series 5,91,A,yellow,22,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,696
Panasonic,series 3,91,B,silver,20,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,573
Samsung,series 5,90,C,brown,23,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,690
LG,series 1,80,A+,gray,21,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,557
Sony,series 6,85,A,yellow,21,123,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,367
Philips,series 4,80,A+,silver,21,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,657
Xiaomi,series 1,97,B,blue,23,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,475
Philips,series 4,92,B,blue,21,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,287
Sony,series 5,95,A++,red,23,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,375
Xiaomi,series 6,91,B,brown,19,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,654
HORIZON,series 6,80,A,gray,23,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,290
Samsung,series 1,78,D,yellow,20,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,623
LG,series 1,80,B,silver,19,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,609
HORIZON,series 3,78,C,yellow,19,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,229
HORIZON,series 6,90,A++,red,22,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,571
Philips,series 6,90,A++,yellow,21,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,692
Philips,series 2,91,C,green,20,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,628
Samsung,series 2,85,A++,yellow,22,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,296
Samsung,series 3,92,A++,blue,21,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,342
LG,series 4,92,A+++,yellow,22,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,386
Sony,series 4,95,A+,blue,20,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,613
Panasonic,series 2,78,C,brown,22,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,546
HORIZON,series 6,97,A+,gray,21,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,267
LG,series 1,80,D,blue,21,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,277
HORIZON,series 3,97,C,red,20,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,553
Xiaomi,series 6,92,A+,yellow,20,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,298
Sony,series 1,99,B,brown,22,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,191
Xiaomi,series 2,90,A+++,red,20,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,258
Panasonic,series 4,97,C,brown,23,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,290
HORIZON,series 1,85,A++,green,21,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,237
Sony,series 3,91,A+++,yellow,23,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,270
LG,series 2,92,A,red,19,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,574
Sony,series 6,91,A+++,brown,22,123,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,371
HORIZON,series 1,99,A,blue,23,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,475
Sony,series 6,95,A+++,gray,19,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,344
Panasonic,series 5,95,A++,yellow,22,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,596
HORIZON,series 2,90,B,green,23,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,155
LG,series 3,85,A+++,silver,19,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,404
Xiaomi,series 2,78,A+++,silver,20,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,553
HORIZON,series 2,92,C,blue,23,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,460
Panasonic,series 5,80,A,green,20,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,253
Samsung,series 3,85,C,green,22,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,636
LG,series 4,90,A++,brown,20,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,413
Xiaomi,series 5,99,C,brown,23,123,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,285
HORIZON,series 3,91,A+,blue,20,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,563
HORIZON,series 3,97,A++,brown,22,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,531
Samsung,series 3,91,C,green,23,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,365
Sony,series 6,97,A,silver,22,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,361
Xiaomi,series 1,92,C,yellow,21,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,542
Sony,series 5,78,B,green,20,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,333
LG,series 2,95,D,brown,22,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,531
Samsung,series 3,85,A++,brown,22,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,636
Sony,series 2,90,A+,red,22,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,566
Panasonic,series 5,99,A+,green,19,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,264
HORIZON,series 2,80,A++,green,21,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,502
Philips,series 6,90,B,yellow,21,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,657
Samsung,series 4,99,C,gray,21,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,327
Panasonic,series 5,80,D,gray,20,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,598
HORIZON,series 3,78,A+++,yellow,21,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,572
Panasonic,series 1,91,A+,silver,21,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,562
Xiaomi,series 6,95,B,gray,19,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,644
LG,series 2,78,A++,green,23,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,685
HORIZON,series 1,95,C,yellow,20,123,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,178
Xiaomi,series 1,78,C,brown,23,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,505
HORIZON,series 2,85,D,yellow,21,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,452
LG,series 2,90,A++,yellow,19,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,614
Philips,series 6,90,A+,gray,22,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,726
Samsung,series 1,85,A+,red,23,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,310
LG,series 4,92,A++,brown,22,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,621
HORIZON,series 3,90,D,red,19,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,189
Sony,series 3,97,B,green,23,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,595
Samsung,series 2,78,B,brown,22,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,591
Xiaomi,series 1,85,D,silver,21,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,552
HORIZON,series 6,80,C,gray,22,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,341
Panasonic,series 6,80,C,blue,22,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,281
HORIZON,series 6,91,A+++,silver,22,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,271
Philips,series 1,91,A,yellow,19,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,599
Samsung,series 3,95,C,gray,20,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,598
Philips,series 3,80,C,yellow,23,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,260
Samsung,series 4,95,B,silver,21,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,622
Philips,series 1,85,A,yellow,21,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,327
Xiaomi,series 5,92,C,brown,21,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,262
Sony,series 1,97,B,gray,19,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,279
Sony,series 6,85,B,brown,21,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,702
HORIZON,series 6,91,C,yellow,20,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,528
Samsung,series 3,91,B,silver,19,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,694
Panasonic,series 1,85,A+,gray,23,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,190
Xiaomi,series 5,78,A+,gray,22,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,681
Samsung,series 6,78,A+,silver,22,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,381
Panasonic,series 1,91,A+,silver,19,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,484
Panasonic,series 5,90,D,green,20,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,568
Sony,series 6,90,A+,red,23,60,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,305
Panasonic,series 1,91,A,silver,20,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,258
LG,series 2,99,A++,silver,21,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,247
Xiaomi,series 1,85,A++,brown,19,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,539
Panasonic,series 3,91,D,red,20,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,483
Samsung,series 2,92,B,red,21,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,647
Panasonic,series 2,97,A++,gray,20,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,573
Sony,series 1,91,A+++,yellow,19,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,314
LG,series 3,90,C,blue,22,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,611
Philips,series 3,95,A+,red,21,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,252
Samsung,series 6,97,A,silver,21,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,702
Samsung,series 5,92,B,brown,20,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,408
HORIZON,series 6,80,A+,silver,22,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,556
Sony,series 5,99,A++,red,20,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,368
Samsung,series 5,80,A++,red,19,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,404
Philips,series 2,95,A+++,red,19,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,624
Philips,series 1,95,A++,yellow,19,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,619
HORIZON,series 6,99,A,brown,21,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,297
Xiaomi,series 5,78,A++,yellow,20,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,668
Sony,series 3,95,B,gray,21,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,562
HORIZON,series 4,78,A+++,brown,23,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,330
Philips,series 4,92,A+++,yellow,21,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,387
LG,series 1,91,D,green,22,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,621
Philips,series 6,90,A+,brown,19,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,629
HORIZON,series 2,90,C,blue,22,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,511
Xiaomi,series 3,78,A+++,green,20,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,613
Sony,series 1,99,A+++,yellow,20,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,233
LG,series 2,95,A++,silver,22,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,616
Panasonic,series 3,85,A,blue,22,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,506
Philips,series 4,95,C,silver,20,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,618
Xiaomi,series 5,78,B,green,23,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,610
HORIZON,series 3,78,A+,silver,20,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,583
Philips,series 6,85,A+++,blue,20,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,423
Samsung,series 5,97,D,gray,19,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,309
Sony,series 6,80,A+,brown,20,80,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,338
Philips,series 3,80,C,silver,22,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,341
Samsung,series 4,90,A++,blue,23,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,710
Samsung,series 2,95,D,silver,19,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,334
Panasonic,series 3,91,C,green,23,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,245
Xiaomi,series 2,92,A++,silver,20,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,583
HORIZON,series 4,80,C,gray,22,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,241
Xiaomi,series 2,97,A,red,23,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,520
Samsung,series 6,97,D,silver,20,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,628
Xiaomi,series 2,99,A+,red,23,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,200
Panasonic,series 2,92,A++,green,21,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,502
HORIZON,series 5,85,A,green,23,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,605
Panasonic,series 3,92,B,yellow,21,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,507
Xiaomi,series 5,91,B,red,23,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,570
Philips,series 1,95,B,green,20,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,543
Sony,series 6,91,A+,blue,22,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,381
Samsung,series 4,99,A++,silver,20,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,648
LG,series 4,80,C,gray,19,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,604
Xiaomi,series 3,85,A++,gray,20,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,578
HORIZON,series 5,85,A++,green,23,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,615
LG,series 5,85,A,brown,21,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,427
Xiaomi,series 1,99,A,red,20,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,498
Samsung,series 6,90,A++,green,19,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,674
Samsung,series 3,90,B,blue,19,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,299
LG,series 6,80,B,green,20,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,408
Samsung,series 3,90,A++,green,21,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,352
Xiaomi,series 3,95,A+,gray,23,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,290
Sony,series 1,97,A++,silver,19,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,214
Samsung,series 4,85,B,red,21,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,662
LG,series 5,85,A+,green,21,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,692
Xiaomi,series 6,85,C,green,21,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,317
Sony,series 3,85,A++,red,21,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,297
Xiaomi,series 5,78,A+,green,19,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,304
LG,series 4,95,A++,green,22,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,696
Xiaomi,series 2,90,B,gray,23,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,295
Philips,series 1,85,A++,silver,22,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,336
Philips,series 1,90,A+++,green,23,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,535
Philips,series 4,90,B,silver,23,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,655
HORIZON,series 4,92,A,gray,20,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,533
Sony,series 1,95,D,blue,20,123,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,233
Panasonic,series 5,95,A+,blue,21,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,252
Xiaomi,series 3,95,D,red,21,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,492
Philips,series 2,78,A++,green,23,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,605
Sony,series 6,78,D,blue,21,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,682
Sony,series 5,78,C,gray,21,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,387
Samsung,series 2,80,A+++,red,23,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,705
Xiaomi,series 2,90,A++,red,22,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,251
LG,series 5,99,A++,silver,23,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,645
LG,series 1,78,A++,silver,21,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,287
Xiaomi,series 6,90,A+++,silver,20,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,378
LG,series 3,92,B,gray,19,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,609
Samsung,series 3,92,C,silver,20,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,323
Sony,series 6,92,C,yellow,22,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,621
LG,series 5,78,A+++,green,21,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,372
Xiaomi,series 6,99,B,blue,20,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,653
Sony,series 1,85,A++,green,22,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,516
Philips,series 3,85,A+++,silver,23,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,360
HORIZON,series 2,78,A,silver,23,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,195
Philips,series 2,78,A+++,silver,19,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,374
Philips,series 6,80,B,brown,21,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,707
Sony,series 6,90,A++,silver,19,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,414
Xiaomi,series 1,78,A+++,brown,19,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,614
Xiaomi,series 2,90,A+,silver,20,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,548
HORIZON,series 2,85,D,green,21,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,472
Xiaomi,series 6,97,C,brown,21,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,552
Sony,series 2,91,A+++,yellow,19,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,634
Panasonic,series 2,90,A++,blue,20,60,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,193
LG,series 2,92,A,gray,21,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,632
LG,series 6,99,C,silver,23,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,685
LG,series 3,92,A+,brown,21,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,637
LG,series 1,80,C,red,21,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,342
LG,series 5,80,A+++,silver,23,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,425
Panasonic,series 5,99,C,brown,23,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,305
Xiaomi,series 5,95,A+,yellow,21,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,612
Panasonic,series 4,85,B,brown,22,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,221
Philips,series 2,95,A+++,blue,21,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,562
Samsung,series 1,97,D,green,21,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,267
Samsung,series 3,97,A+,red,23,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,645
LG,series 6,91,A++,green,21,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,347
LG,series 5,80,A+,brown,20,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,378
Sony,series 3,97,C,brown,23,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,230
LG,series 5,78,A+++,silver,22,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,651
Philips,series 3,99,D,brown,21,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,542
HORIZON,series 4,80,A+++,blue,23,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,625
Xiaomi,series 1,91,A+,brown,19,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,504
Sony,series 1,78,A++,brown,21,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,527
LG,series 1,99,A+,green,21,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,262
HORIZON,series 1,85,D,gray,21,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,452
Philips,series 4,99,C,red,21,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,267
Samsung,series 5,91,A+,green,23,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,700
LG,series 3,91,C,blue,22,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,366
Xiaomi,series 2,92,A++,silver,19,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,304
HORIZON,series 1,78,B,silver,21,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,452
Samsung,series 3,85,A,gray,19,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,669
Xiaomi,series 1,80,B,blue,20,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,508
LG,series 6,92,A,silver,19,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,634
Philips,series 4,90,A+++,silver,19,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,659
LG,series 2,80,A,brown,19,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,354
Philips,series 5,97,A+++,red,19,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,339
Panasonic,series 6,95,A+++,blue,22,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,301
